ID,Region,VISN,AdminParent,StationNumber,MHClinicPhone,MHPhone,Extension,OfficialStationName,POC Email,Status,Modified,Created,AddedToOutbox
226,4,V17,519,519GB,5753910354,575-391-0354,3,Hobbs VA Clinic,mandy.cruz@va.gov,UPDATED,2019-09-14 19:41:08.000,2016-10-18 10:25:57.000,2019-09-20 13:00:21.273
227,4,V17,519,519GA,4326852110,432-685-2110,3,Permian Basin VA Clinic,mandy.cruz@va.gov,UPDATED,2019-09-15 02:35:49.000,2016-10-18 10:31:06.000,2019-09-20 13:00:21.273
228,4,V17,519,519HC,3256953252,325-695-3252,3,Abilene VA Clinic,mandy.cruz@va.gov,UPDATED,2019-09-15 02:35:50.000,2016-10-18 10:33:25.000,2019-09-20 13:00:21.273
229,4,V17,519,519HF,3256586138,325-658-6138,3,San Angelo VA Clinic,mandy.cruz@va.gov,UPDATED,2019-09-15 02:31:42.000,2016-10-18 10:37:11.000,2019-09-20 13:00:21.273
230,1,V02,632,632GA,6312666077,631-266-6077,NULL,East Meadow VA Clinic,joan.scanlon@va.gov,UPDATE DUE,2019-09-15 01:05:37.000,2016-10-18 10:37:37.000,2019-09-20 13:00:21.273
231,1,V02,632,632,6312666077,631-266-6077,NULL,Northport VA Medical Center,joan.scanlon@va.gov,UPDATE DUE,2019-09-15 01:05:36.000,2016-10-18 10:38:24.000,2019-09-20 13:00:21.273
232,1,V02,632,632HA,6312666077,631-266-6077,NULL,Valley Stream VA Clinic,joan.scanlon@va.gov,UPDATE DUE,2019-09-17 00:26:13.000,2016-10-18 10:38:45.000,2019-09-20 13:00:21.273
233,1,V02,632,632HB,6312666077,631-266-6077,NULL,Riverhead VA Clinic,joan.scanlon@va.gov,UPDATED,2019-09-17 00:31:04.000,2016-10-18 10:39:13.000,2019-09-20 13:00:21.273
234,1,V02,632,632HC,6312666077,631-266-6077,NULL,Bay Shore VA Clinic,joan.scanlon@va.gov,UPDATE DUE,2019-09-15 00:56:35.000,2016-10-18 10:39:29.000,2019-09-20 13:00:21.273
235,1,V02,632,632HD,6312666077,631-266-6077,NULL,Patchogue VA Clinic,joan.scanlon@va.gov,UPDATE DUE,2019-09-15 01:00:35.000,2016-10-18 10:39:45.000,2019-09-20 13:00:21.273
236,3,V23,438,438,6053336850,605-333-6850,NULL,Royal C. Johnson Veterans' Memorial Hospital,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:26.000,2016-10-18 10:48:10.000,2019-09-20 13:00:21.273
237,3,V12,607,607,8884788321,888-478-8321,17084,William S. Middleton Memorial Veterans' Hospital,christina.sitton@va.gov,UPDATED,2019-09-04 17:56:06.000,2016-10-18 11:31:36.000,2019-09-20 13:00:21.273
238,5,V20,687,687,5095255200,509-525-5200,26975,Jonathan M. Wainwright Memorial VA Medical Center,bobi.goodson@va.gov,UPDATED,2019-09-15 02:40:54.000,2016-10-18 11:32:40.000,2019-09-20 13:00:21.273
239,2,V07,508,508,4043216111,404-321-6111,4014,Atlanta VA Medical Center,daniel.mullins@va.gov,UPDATED,2019-09-18 14:46:16.000,2016-10-18 11:45:27.000,2019-09-20 13:00:21.273
240,2,V07,508,508GK,4043216111,404-321-6111,203927,Trinka Davis Veterans Village,valleria.forney-williams@va.gov,UPDATED,2019-09-18 16:56:08.000,2016-10-18 11:51:20.000,2019-09-20 13:00:21.273
241,2,V08,573,573,3523761611,352-376-1611,7610,Malcom Randall Department of Veterans Affairs Medical Center,rajiv.tandon@va.gov,PENDING POC,2019-05-03 20:41:22.000,2016-10-18 11:54:56.000,2019-09-20 13:00:21.273
242,2,V08,573,573A4,3867553016,386-755-3016,392602,Lake City VA Medical Center,oscar.leyva-yapur1@va.gov,UPDATE DUE,2019-09-18 16:23:00.000,2016-10-18 11:55:56.000,2019-09-20 13:00:21.273
243,2,V08,573,573BY,9047326355,904-732-6355,NULL,Jacksonville 1 VA Clinic,karen.chin1@va.gov,UPDATED,2019-08-14 16:15:47.000,2016-10-18 11:56:48.000,2019-09-20 13:00:21.273
244,2,V08,573,573GD,3525471583,352-547-1583,NULL,Ocala VA Clinic,jose.torres-rodriguez1@va.gov,UPDATED,2019-09-18 16:24:57.000,2016-10-18 11:59:03.000,2019-09-20 13:00:21.273
245,5,V20,648,648,5032735187,503-273-5187,NULL,Portland VA Medical Center,stephanie.jensen@va.gov,UPDATED,2019-09-07 20:20:27.000,2016-10-18 12:01:25.000,2019-09-20 13:00:21.273
246,1,V01,608,608,6036244366,603-624-4366,3199,Manchester VA Medical Center,rosamaria.pellegrino@va.gov,UPDATED,2019-09-02 15:00:40.000,2016-10-18 12:09:31.000,2019-09-20 13:00:21.273
247,1,V02,620,620,9147374400,914-737-4400,2330,Franklin Delano Roosevelt Hospital,anthony.avery@va.gov,UPDATED,2019-08-06 06:56:23.000,2016-10-18 12:44:49.000,2019-09-20 13:00:21.273
248,1,V02,620,620A4,8458312000,845-831-2000,5116,Castle Point VA Medical Center,anthony.avery@va.gov,UPDATED,2019-08-11 01:00:44.000,2016-10-18 12:46:10.000,2019-09-20 13:00:21.273
249,2,V08,573,573GA,2292930192,229-293-0192,NULL,Valdosta VA Clinic,oscar.leyva-yapur1@va.gov,UPDATE DUE,2019-09-06 22:41:06.000,2016-10-18 12:47:02.000,2019-09-20 13:00:21.273
250,2,V08,573,573GE,9048232896,904-823-2896,NULL,Saint Augustine VA Clinic,mohammad.ayubi2@va.gov,UPDATE DUE,2019-09-15 02:08:04.000,2016-10-18 12:47:50.000,2019-09-20 13:00:21.273
251,2,V08,573,573GG,3527468011,352-746-8011,NULL,Lecanto VA Clinic,camille.kempke@va.gov,PENDING POC,2018-07-27 21:25:01.000,2016-10-18 12:50:03.000,2019-09-20 13:00:21.273
252,2,V08,573,573GI,3526745166,352-674-5166,1317,The Villages VA Clinic,john.golden@va.gov,UPDATE DUE,2019-09-18 16:13:47.000,2016-10-18 12:50:50.000,2019-09-20 13:00:21.273
253,2,V08,573,573GJ,9125103420,912-510-3420,NULL,St. Marys VA Clinic,ronnetta.williams@va.gov,UPDATED,2019-09-15 02:19:01.000,2016-10-18 12:51:49.000,2019-09-20 13:00:21.273
254,2,V08,573,573GK,8507185620,850-718-5620,1240,Marianna VA Clinic,karen.chason@va.gov,UPDATE DUE,2019-09-18 16:22:01.000,2016-10-18 12:52:41.000,2019-09-20 13:00:21.273
255,2,V08,573,573GF,8505137009,850-513-7009,NULL,Tallahassee VA Clinic,mark.strickland1@va.gov,UPDATED,2019-09-18 16:21:59.000,2016-10-18 12:54:26.000,2019-09-20 13:00:21.273
256,2,V08,573,573GL,3863298800,386-329-8800,NULL,Palatka VA Clinic,larry.garsha@va.gov,UPDATED,2019-09-18 16:20:12.000,2016-10-18 12:55:17.000,2019-09-20 13:00:21.273
257,2,V08,573,573GM,9122794400,912-279-4400,4434,Waycross VA Clinic,debra.winder@va.gov,UPDATED,2019-09-18 16:09:00.000,2016-10-18 12:57:11.000,2019-09-20 13:00:21.273
258,2,V08,573,573QJ,9047326355,904-732-6355,NULL,Jacksonville 2 VA Clinic,karen.chin1@va.gov,UPDATED,2019-09-18 16:06:10.000,2016-10-18 12:57:51.000,2019-09-20 13:00:21.273
259,3,V10,541,541BY,3304894600,330-489-4600,46981,Canton VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-01 02:20:54.000,2016-10-18 13:09:15.000,2019-09-20 13:00:21.273
260,3,V10,541,541BZ,3307409200,330-740-9200,46972,Youngstown VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-18 17:01:18.000,2016-10-18 13:10:17.000,2019-09-20 13:00:21.273
261,3,V10,541,541GB,4409349158,440-934-9158,8864,Lorain VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:25:29.000,2016-10-18 13:10:54.000,2019-09-20 13:00:21.273
262,3,V10,541,541GC,4196091460,419-609-1460,46900,Sandusky VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:21:14.000,2016-10-18 13:11:37.000,2019-09-20 13:00:21.273
263,3,V10,541,541GD,4195294602,419-529-4602,46963,David F. Winder Department of Veterans Affairs Community Based Outpatient Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:10:15.000,2016-10-18 13:12:18.000,2019-09-20 13:00:21.273
264,3,V10,541,541GE,2169390699,216-939-0699,43620,McCafferty VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:21:26.000,2016-10-18 13:12:59.000,2019-09-20 13:00:21.273
265,3,V10,541,541GF,4402694600,440-269-4600,49300,Painesville VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-18 17:01:19.000,2016-10-18 13:13:37.000,2019-09-20 13:00:21.273
266,3,V10,541,541GG,3307247715,330-724-7715,46990,Akron VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:08:06.000,2016-10-18 13:14:09.000,2019-09-20 13:00:21.273
267,3,V10,541,541GH,3303864303,330-386-4303,NULL,East Liverpool VA Clinic,jordan.facter@va.gov,UPDATED,2019-08-21 17:00:48.000,2016-10-18 13:15:00.000,2019-09-20 13:00:21.273
268,3,V10,541,541GI,3303920311,330-392-0311,44506,Warren VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:25:28.000,2016-10-18 13:15:41.000,2019-09-20 13:00:21.273
269,3,V10,541,541GJ,3306025339,330-602-5339,47352,New Philadelphia VA Clinic,jordan.facter@va.gov,UPDATED,2019-08-07 16:56:08.000,2016-10-18 13:16:17.000,2019-09-20 13:00:21.273
270,3,V10,541,541GK,3302963641,330-296-3641,43805,Ravenna VA Clinic,jordan.facter@va.gov,UPDATED,2019-09-15 02:25:28.000,2016-10-18 13:17:02.000,2019-09-20 13:00:21.273
271,3,V10,541,541GL,2167397000,216-739-7000,2962,Parma VA Clinic,melissa.carrish@va.gov,UPDATED,2019-09-18 17:01:20.000,2016-10-18 13:17:42.000,2019-09-20 13:00:21.273
272,1,V02,528,528A7,3154253463,315-425-3463,NULL,Syracuse VA Medical Center,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:58:09.000,2016-10-18 13:44:29.000,2019-09-20 13:00:21.273
273,5,V21,570,570,5592285336,559-228-5336,NULL,Fresno VA Medical Center,bert.landreth@va.gov,UPDATED,2019-07-20 20:11:18.000,2016-10-18 13:57:22.000,2019-09-20 13:00:21.273
274,5,V21,459,459GB,8084330660,808-433-0660,NULL,Hilo VA Clinic,scott.masters@va.gov,UPDATED,2019-07-27 20:15:37.000,2016-10-18 13:58:27.000,2019-09-20 13:00:21.273
275,4,V16,580,580BY,4099818550,409-981-8550,NULL,Beaumont VA Clinic,aruna.gottumukkala@va.gov,UPDATE DUE,2019-09-15 02:06:44.000,2016-10-18 14:07:37.000,2019-09-20 13:00:21.273
276,4,V16,580,580BZ,9366714358,936-671-4358,NULL,Charles Wilson Department of Veterans Affairs Outpatient Clinic,kimberly.poole1@va.gov,UPDATE DUE,2019-09-14 19:30:15.000,2016-10-18 14:08:54.000,2019-09-20 13:00:21.273
277,4,V16,580,580GC,4099862900,409-986-2900,NULL,Galveston County VA Clinic,nancyb.rubio@va.gov,UPDATE DUE,2019-09-06 21:01:07.000,2016-10-18 14:09:43.000,2019-09-20 13:00:21.273
278,4,V16,580,580GD,9365224000,936-522-4000,NULL,Conroe VA Clinic,debra.emmite@va.gov,UPDATE DUE,2019-09-06 22:15:42.000,2016-10-18 14:10:35.000,2019-09-20 13:00:21.273
279,1,V02,528,528,7168623117,716-862-3117,NULL,Buffalo VA Medical Center,joan.chipps2@va.gov,UPDATED,2019-09-20 07:56:28.000,2016-10-18 14:10:41.000,2019-09-20 13:00:21.273
280,4,V16,580,580GE,2815784600,281-578-4600,11638,Katy VA Clinic,hall.jennief@va.gov,UPDATE DUE,2019-09-14 19:21:33.000,2016-10-18 14:13:27.000,2019-09-20 13:00:21.273
281,4,V16,580,580GF,9792304852,979-230-4852,NULL,Lake Jackson VA Clinic,ulanday.joce@va.gov,PENDING POC,2018-07-27 20:09:36.000,2016-10-18 14:14:13.000,2019-09-20 13:00:21.273
282,4,V16,580,580GG,8325957700,832-595-7700,NULL,Richmond VA Clinic,dionisio.alquiza@va.gov,UPDATE DUE,2019-09-15 02:26:44.000,2016-10-18 14:14:57.000,2019-09-20 13:00:21.273
283,1,V02,528,528G5,3154253463,315-425-3463,NULL,Auburn VA Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:58:09.000,2016-10-18 14:16:27.000,2019-09-20 13:00:21.273
284,4,V16,580,580GH,2815161534,281-516-1534,NULL,Tomball VA Clinic,zafar.zaidi@va.gov,UPDATE DUE,2019-09-14 19:35:43.000,2016-10-18 14:16:30.000,2019-09-20 13:00:21.273
285,1,V02,528,528G9,3154253463,315-425-3463,NULL,Tompkins County VA Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:58:09.000,2016-10-18 14:17:22.000,2019-09-20 13:00:21.273
286,1,V02,528,528GL,3154253463,315-425-3463,NULL,Massena VA Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:57:58.000,2016-10-18 14:18:03.000,2019-09-20 13:00:21.273
287,1,V02,528,528GM,3154253463,315-425-3463,NULL,Donald J. Mitchell Department of Veterans Affairs Outpatient Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 14:01:11.000,2016-10-18 14:18:40.000,2019-09-20 13:00:21.273
288,1,V02,528,528GN,3154253463,315-425-3463,NULL,Binghamton VA Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:57:58.000,2016-10-18 14:19:15.000,2019-09-20 13:00:21.273
289,1,V02,528,528GO,3154253463,315-425-3463,NULL,Watertown VA Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:58:09.000,2016-10-18 14:19:59.000,2019-09-20 13:00:21.273
290,1,V02,528,528GP,3154253463,315-425-3463,NULL,Oswego VA Clinic,bethany.stewart2@va.gov,UPDATED,2019-09-17 13:58:09.000,2016-10-18 14:20:43.000,2019-09-20 13:00:21.273
291,5,V21,459,459,8084330660,808-433-0660,NULL,Spark M. Matsunaga Department of Veterans Affairs Medical Center,kimberly.green3@va.gov,UPDATED,2019-09-15 02:56:22.000,2016-10-18 14:23:13.000,2019-09-20 13:00:21.273
292,4,V16,564,564,4794434301,479-443-4301,64044,Fayetteville VA Medical Center,perry.payne@va.gov,UPDATE DUE,2019-09-15 02:35:53.000,2016-10-18 14:23:46.000,2019-09-20 13:00:21.273
293,5,V21,459,459GG,8083126800,808-312-6800,NULL,Leeward Oahu VA Clinic,scott.masters@va.gov,UPDATED,2019-09-17 14:54:11.000,2016-10-18 14:25:53.000,2019-09-20 13:00:21.273
294,5,V21,459,459GA,8084330660,808-433-0660,NULL,Maui VA Clinic,scott.masters@va.gov,UPDATED,2019-09-14 20:21:29.000,2016-10-18 14:28:07.000,2019-09-20 13:00:21.273
295,5,V21,459,459GC,8084330660,808-433-0660,NULL,Kailua-Kona VA Clinic,scott.masters@va.gov,UPDATED,2019-08-03 20:15:23.000,2016-10-18 14:29:09.000,2019-09-20 13:00:21.273
296,5,V21,459,459GD,8084330660,808-433-0660,NULL,Lihue VA Clinic,scott.masters@va.gov,UPDATED,2019-08-31 20:20:32.000,2016-10-18 14:36:26.000,2019-09-20 13:00:21.273
297,5,V20,531,531GE,2084221108,208-422-1108,NULL,Twin Falls VA Clinic,joshua.bode@va.gov; susan.klepacki@va.gov,UPDATE DUE,2019-09-07 20:13:15.000,2016-10-18 14:38:54.000,2019-09-20 13:00:21.273
298,5,V21,459,459GF,8084330660,808-433-0660,NULL,American Samoa VA Clinic,scott.masters@va.gov,UPDATED,2019-09-14 20:21:22.000,2016-10-18 14:39:13.000,2019-09-20 13:00:21.273
299,5,V20,531,531,2084221108,208-422-1108,NULL,Boise VA Medical Center,joshua.bode@va.gov; susan.klepacki@va.gov,UPDATE DUE,2019-09-07 20:10:37.000,2016-10-18 14:39:43.000,2019-09-20 13:00:21.273
300,5,V21,459,459GE,8084330660,808-433-0660,NULL,Guam VA Clinic,scott.masters@va.gov,UPDATED,2019-08-03 20:15:46.000,2016-10-18 14:40:03.000,2019-09-20 13:00:21.273
301,5,V20,531,531GG,2084221108,208-422-1108,NULL,Caldwell VA Clinic,joshua.bode@va.gov; susan.klepacki@va.gov,UPDATED,2019-09-07 20:10:31.000,2016-10-18 14:40:16.000,2019-09-20 13:00:21.273
302,3,V12,537,537BY,3125697225,312-569-7225,NULL,"Adam Benjamin Jr., Veterans' Administration Outpatient Clinic",kenneth.lehman@va.gov,UPDATED,2019-09-11 17:40:51.000,2016-10-18 14:46:26.000,2019-09-20 13:00:21.273
303,3,V12,537,537GA,3125697225,312-569-7225,NULL,Chicago Heights VA Clinic,kenneth.lehman@va.gov,UPDATED,2019-09-18 17:35:52.000,2016-10-18 14:47:39.000,2019-09-20 13:00:21.273
304,3,V12,537,537GD,3125697225,312-569-7225,NULL,Lakeside VA Clinic,kenneth.lehman@va.gov,UPDATED,2019-09-11 17:40:34.000,2016-10-18 14:48:15.000,2019-09-20 13:00:21.273
305,3,V12,537,537HA,3125697225,312-569-7225,NULL,Auburn Gresham VA Clinic,kenneth.lehman@va.gov,UPDATED,2019-09-19 16:01:57.000,2016-10-18 14:48:51.000,2019-09-20 13:00:21.273
306,3,V10,610,610,7656743321,765-674-3321,73402,Marion VA Medical Center,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:50:33.000,2016-10-18 14:59:56.000,2019-09-20 13:00:21.273
307,3,V10,610,610GA,5742994847,574-299-4847,NULL,South Bend VA Clinic,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:35:31.000,2016-10-18 15:00:48.000,2019-09-20 13:00:21.273
308,3,V10,610,610GC,5745346108,574-534-6108,NULL,Goshen VA Clinic,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:25:50.000,2016-10-18 15:01:09.000,2019-09-20 13:00:21.273
309,3,V10,610,610A4,2604265431,260-426-5431,71106,Fort Wayne VA Medical Center,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:25:49.000,2016-10-18 15:02:02.000,2019-09-20 13:00:21.273
310,3,V10,610,610GB,7652545601,765-254-5601,NULL,Muncie VA Clinic,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:11:03.000,2016-10-18 15:02:27.000,2019-09-20 13:00:21.273
311,3,V10,610,610GD,7654728900,765-472-8900,NULL,Peru VA Clinic,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:25:38.000,2016-10-18 15:02:50.000,2019-09-20 13:00:21.273
312,4,V17,504,504,8063559703,806-355-9703,7430,Thomas E. Creek Department of Veterans Affairs Medical Center,cynthia.tice@va.gov,UPDATED,2019-09-14 19:45:41.000,2016-10-18 15:03:00.000,2019-09-20 13:00:21.273
313,3,V10,610,610QA,2604265431,260-426-5431,71106,Fort Wayne VA Clinic,josephina.caudill@va.gov,UPDATE DUE,2019-09-06 22:15:43.000,2016-10-18 15:03:32.000,2019-09-20 13:00:21.273
314,3,V10,610,610QB,0,0--,NULL,Columbia Place VA Clinic,josephina.caudill@va.gov,UPDATE DUE,2019-09-15 02:21:09.000,2016-10-18 15:03:55.000,2019-09-20 13:00:21.273
315,5,V21,570,570GA,2093810105,209-381-0105,NULL,Merced VA Clinic,bert.landreth@va.gov,UPDATED,2019-07-06 20:15:51.000,2016-10-18 15:11:27.000,2019-09-20 13:00:21.273
316,5,V21,570,570GB,5596848703,559-684-8703,NULL,Tulare VA Clinic,bert.landreth@va.gov,UPDATED,2019-06-15 20:10:48.000,2016-10-18 15:12:17.000,2019-09-20 13:00:21.273
317,5,V21,570,570GC,5596835300,559-683-5300,NULL,Oakhurst VA Clinic,bert.landreth@va.gov,UPDATED,2019-06-08 20:10:33.000,2016-10-18 15:12:57.000,2019-09-20 13:00:21.273
318,4,V16,520,520,2285235223,228-523-5223,NULL,Biloxi VA Medical Center,samuel.pinosky@va.gov,UPDATED,2019-09-09 14:54:28.000,2016-10-18 16:05:58.000,2019-09-20 13:00:21.273
319,4,V16,520,520BZ,8509122317,850-912-2317,NULL,Pensacola VA Clinic,cecilio.pardo-reoyo@va.gov,UPDATE DUE,2019-09-14 19:15:46.000,2016-10-18 16:07:55.000,2019-09-20 13:00:21.273
320,4,V16,520,520GA,2512193918,251-219-3918,NULL,Mobile VA Clinic,kimberly.tartt-godbolt@va.gov,UPDATED,2019-09-15 02:26:21.000,2016-10-18 16:10:10.000,2019-09-20 13:00:21.273
321,4,V16,520,520GB,8506367019,850-636-7019,NULL,Panama City Beach VA Clinic,cindy.barber@va.gov,UPDATE DUE,2019-09-14 19:15:46.000,2016-10-18 16:12:07.000,2019-09-20 13:00:21.273
322,4,V16,520,520GC,8506097000,850-609-7000,32622,Eglin Air Force Base VA Clinic,cindy.barber@va.gov,UPDATE DUE,2019-09-14 19:18:37.000,2016-10-18 16:12:53.000,2019-09-20 13:00:21.273
323,1,V04,503,503,8149438164,814-943-8164,7305,James E. Van Zandt Veterans' Administration Medical Center,angela.hahn-mowry@va.gov,UPDATE DUE,2019-09-17 00:31:04.000,2016-10-18 16:16:34.000,2019-09-20 13:00:21.273
324,5,V21,612,612,9253722132,925-372-2132,NULL,Martinez VA Community Living Center,jordan.stephens@va.gov,UPDATE DUE,2019-09-10 14:54:53.000,2016-10-18 17:15:34.000,2019-09-20 13:00:21.273
325,5,V21,612,612A4,8557719321,855-771-9321,NULL,Sacramento VA Medical Center,eric.byrd@va.gov,UPDATE DUE,2019-09-14 20:20:31.000,2016-10-18 17:16:20.000,2019-09-20 13:00:21.273
326,5,V21,612,612B4,5302267675,530-226-7675,NULL,Redding VA Clinic,edna.maynard@va.gov,UPDATED,2019-09-15 02:52:41.000,2016-10-18 17:16:50.000,2019-09-20 13:00:21.273
327,5,V21,612,612BY,5105873400,510-587-3400,NULL,Oakland VA Clinic,deanna.bernstine@va.gov,UPDATE DUE,2019-09-15 02:40:32.000,2016-10-18 17:17:29.000,2019-09-20 13:00:21.273
328,5,V21,612,612GD,7074371814,707-437-1814,NULL,Fairfield VA Clinic,virginia.wong@va.gov,PENDING POC,2018-07-27 21:44:10.000,2016-10-18 17:18:14.000,2019-09-20 13:00:21.273
329,5,V21,612,612GE,7075628462,707-562-8462,NULL,Mare Island VA Clinic,virginia.wong@va.gov,PENDING POC,2018-07-27 20:08:21.000,2016-10-18 17:18:52.000,2019-09-20 13:00:21.273
330,5,V21,612,612GF,9253722105,925-372-2105,NULL,Martinez VA Clinic,virginia.wong@va.gov,PENDING POC,2018-07-27 21:35:21.000,2016-10-18 17:19:16.000,2019-09-20 13:00:21.273
331,5,V21,612,612GH,8557719321,855-771-9321,NULL,McClellan VA Clinic,mario.martinez5@va.gov,PENDING POC,2018-07-27 21:47:43.000,2016-10-18 17:19:51.000,2019-09-20 13:00:21.273
332,5,V21,612,612GG,8557719321,855-771-9321,NULL,Chico VA Clinic,keith.bussey@va.gov,PENDING POC,2019-05-03 22:10:32.000,2016-10-18 17:20:14.000,2019-09-20 13:00:21.273
333,5,V21,612,612GI,8557719321,855-771-9321,NULL,Yuba City VA Clinic,keith.bussey@va.gov,PENDING POC,2019-05-03 22:10:33.000,2016-10-18 17:20:46.000,2019-09-20 13:00:21.273
334,5,V22,678,678,5206294884,520-629-4884,NULL,Tucson VA Medical Center,jean.molitor@va.gov,UPDATED,2019-09-14 20:36:19.000,2016-10-18 18:14:15.000,2019-09-20 13:00:21.273
335,2,V08,673,673,8136317100,813-631-7100,NULL,James A. Haley Veterans' Hospital,glenn.catalano@va.gov,UPDATED,2019-09-15 02:20:52.000,2016-10-19 07:31:46.000,2019-09-20 13:00:21.273
336,2,V08,516,516,7273986661,727-398-6661,14680,C.W. Bill Young Department of Veterans Affairs Medical Center,patricia.frederick2@va.gov,UPDATE DUE,2019-09-18 15:59:23.000,2016-10-19 07:37:13.000,2019-09-20 13:00:21.273
337,2,V08,516,516BZ,2396521800,239-652-1800,21373,Lee County VA Clinic,oscar.villaverde@va.gov,UPDATED,2019-08-14 15:50:48.000,2016-10-19 07:41:38.000,2019-09-20 13:00:21.273
338,2,V08,516,516GA,7273986661,727-398-6661,14680,Sarasota VA Clinic,patricia.frederick2@va.gov,UPDATE DUE,2019-09-18 15:51:35.000,2016-10-19 07:42:39.000,2019-09-20 13:00:21.273
339,2,V08,673,673BZ,7278694100,727-869-4100,4350,New Port Richey VA Clinic,april.taylor-clift@va.gov,UPDATED,2019-09-15 02:18:38.000,2016-10-19 07:43:06.000,2019-09-20 13:00:21.273
340,2,V08,516,516GB,7273986661,727-398-6661,14680,St. Petersburg VA Clinic,patricia.frederick2@va.gov,UPDATE DUE,2019-09-18 15:56:33.000,2016-10-19 07:44:13.000,2019-09-20 13:00:21.273
341,2,V08,673,673GB,8637012470,863-701-2470,4016,Lakeland VA Clinic,glenn.smith@va.gov,UPDATED,2019-09-18 16:31:28.000,2016-10-19 07:44:20.000,2019-09-20 13:00:21.273
342,2,V08,516,516GC,7273986661,727-398-6661,14680,Palm Harbor VA Clinic,patricia.frederick2@va.gov,UPDATE DUE,2019-09-18 15:51:40.000,2016-10-19 07:44:55.000,2019-09-20 13:00:21.273
343,2,V08,673,673GC,3525978287,352-597-8287,NULL,Brooksville VA Clinic,david.kershaw2@va.gov,UPDATED,2019-08-21 16:31:04.000,2016-10-19 07:45:25.000,2019-09-20 13:00:21.273
344,2,V08,516,516GD,7273986661,727-398-6661,14680,Bradenton VA Clinic,patricia.frederick2@va.gov,UPDATE DUE,2019-09-18 15:51:38.000,2016-10-19 07:45:34.000,2019-09-20 13:00:21.273
345,2,V08,516,516GE,2396521800,239-652-1800,21373,Port Charlotte VA Clinic,oscar.villaverde@va.gov,UPDATE DUE,2019-09-18 15:51:37.000,2016-10-19 07:46:17.000,2019-09-20 13:00:21.273
346,2,V08,673,673GF,8137802550,813-780-2550,NULL,Zephyrhills VA Clinic,david.kershaw2@va.gov,UPDATED,2019-09-18 16:36:05.000,2016-10-19 07:46:50.000,2019-09-20 13:00:21.273
347,2,V08,516,516GF,2396521800,239-652-1800,21373,Naples VA Clinic,oscar.villaverde@va.gov,UPDATED,2019-09-18 15:53:15.000,2016-10-19 07:47:06.000,2019-09-20 13:00:21.273
348,2,V08,516,516GH,2396521800,239-652-1800,21373,Sebring VA Clinic,oscar.villaverde@va.gov,UPDATED,2019-08-11 02:16:06.000,2016-10-19 07:47:48.000,2019-09-20 13:00:21.273
349,1,V05,688,688GB,2027458685,202-745-8685,NULL,Southeast Washington VA Clinic,elspeth.ritchie@va.gov,PENDING POC,2019-05-03 22:05:30.000,2016-10-19 09:31:59.000,2019-09-20 13:00:21.273
350,1,V05,688,688GA,5712312408,571-231-2408,NULL,Fort Belvoir VA Clinic,dominique.neptune@va.gov,UPDATE DUE,2019-09-18 13:57:41.000,2016-10-19 09:33:09.000,2019-09-20 13:00:21.273
351,1,V05,688,688GD,2027458267,202-745-8267,NULL,Charlotte Hall VA Clinic,elspeth.ritchie@va.gov,PENDING POC,2019-05-03 22:05:31.000,2016-10-19 09:33:44.000,2019-09-20 13:00:21.273
352,1,V05,688,688GE,3014233700,301-423-3700,NULL,Southern Prince George's County VA Clinic,elspeth.ritchie@va.gov,PENDING POC,2019-05-03 22:06:24.000,2016-10-19 09:34:08.000,2019-09-20 13:00:21.273
353,3,V10,757,757,6142575631,614-257-5631,NULL,Chalmers P. Wylie Veterans Outpatient Clinic,marc.clemente@va.gov,UPDATED,2019-09-19 10:35:55.000,2016-10-19 09:34:08.000,2019-09-20 13:00:21.273
354,3,V10,757,757GA,6142577708,614-257-7708,NULL,Zanesville VA Clinic,kimberly.smeltzer@va.gov,UPDATED,2019-09-19 10:40:22.000,2016-10-19 09:37:37.000,2019-09-20 13:00:21.273
